index,Image_path,Insurance_company,Cost_of_vehicle,Min_coverage,Expiry_date,Max_coverage,Condition,Amount
403,0403.jpg,DA,41400.0,1035.0,2028-05-03,36055.68,0,0.0
408,0408.jpg,BB,39000.0,975.0,2028-05-26,33967.68,0,0.0
411,0411.jpg,BB,39900.0,997.5,2026-03-11,34750.68,0,0.0
416,0416.jpg,O,44000.0,1100.0,2025-12-05,38317.68,0,0.0
419,0419.jpg,AA,38300.0,957.5,2028-02-07,33358.68,0,0.0
421,0421.jpg,BB,42600.0,1065.0,2023-11-10,37099.68,0,0.0
422,0422.jpg,BC,45200.0,1130.0,2023-01-13,39361.68,0,0.0
460,0460.jpg,DA,36700.0,917.5,2021-11-16,31966.68,0,0.0
466,0466.jpg,BQ,45800.0,1145.0,2028-04-09,39883.68,0,0.0
473,0473.jpg,RE,36800.0,920.0,2023-05-06,32053.68,0,0.0
537,0537.jpg,AA,50300.0,1257.5,2022-01-07,43798.68,0,0.0
539,0539.jpg,C,43400.0,1085.0,2024-01-24,37795.68,0,0.0
547,0547.jpg,B,33900.0,847.5,2027-03-11,29530.68,0,0.0
556,0556.jpg,B,23700.0,592.5,2027-11-05,20656.68,0,0.0
558,0558.jpg,RE,,,2026-02-22,,0,0.0
566,0566.jpg,O,47100.0,1177.5,2027-01-31,41014.68,0,0.0
567,0567.jpg,O,42700.0,1067.5,2028-04-28,37186.68,0,0.0
603,0603.jpg,AC,23100.0,577.5,2022-07-23,20134.68,0,0.0
617,0617.jpg,AA,50300.0,1257.5,2028-02-05,43798.68,0,0.0
621,0621.jpg,O,53400.0,1335.0,2023-04-15,46495.68,0,0.0
627,0627.jpg,RE,,,2023-12-13,,0,0.0
637,0637.jpg,B,26300.0,657.5,2025-07-01,22918.68,0,0.0
638,0638.jpg,C,28500.0,712.5,2022-09-24,24832.68,0,0.0
642,0642.jpg,B,39700.0,992.5,2024-03-12,34576.68,0,0.0
698,0698.jpg,C,50800.0,1270.0,2027-03-09,44233.68,0,0.0
821,0821.jpg,AA,52100.0,1302.5,2022-12-02,45364.68,0,0.0
851,0851.jpg,BC,50200.0,1255.0,2025-03-19,43711.68,0,0.0
852,0852.jpg,DA,51200.0,1280.0,2024-04-26,44581.68,0,0.0
893,0893.jpg,DA,26500.0,662.5,2023-07-24,23092.68,0,0.0
902,0902.jpg,AA,39900.0,997.5,2028-11-30,34750.68,0,0.0
924,0924.jpg,BC,39600.0,990.0,2025-12-22,34489.68,0,0.0
938,0938.jpg,A,36500.0,912.5,2023-04-11,31792.68,0,0.0
953,0953.jpg,A,53400.0,1335.0,2028-10-20,46495.68,0,0.0
965,0965.jpg,AA,39500.0,987.5,2027-03-17,34402.68,0,0.0
967,0967.jpg,BC,25900.0,647.5,2023-06-22,22570.68,0,0.0
975,0975.jpg,BQ,47900.0,1197.5,2022-05-15,41710.68,0,0.0
1002,1002.jpg,B,23700.0,592.5,2023-11-27,20656.68,0,0.0
1032,1032.jpg,BB,53400.0,1335.0,2024-12-08,46495.68,0,0.0
1049,1049.jpg,A,50300.0,1257.5,2022-10-16,43798.68,0,0.0
1102,1102.jpg,O,47200.0,1180.0,2024-03-07,41101.68,0,0.0
1110,1110.jpg,C,24400.0,610.0,2028-07-20,21265.68,0,0.0
1132,1132.jpg,BC,52500.0,1312.5,2023-11-23,45712.68,0,0.0
1156,1156.jpg,BB,36600.0,915.0,2022-07-02,31879.68,0,0.0
1191,1191.jpg,A,37300.0,932.5,2027-05-03,32488.68,0,0.0
1225,1225.jpg,A,37600.0,940.0,2023-05-28,32749.68,0,0.0
1242,1242.jpg,BQ,31200.0,780.0,2022-10-02,27181.68,0,0.0
1253,1253.jpg,O,46000.0,1150.0,2023-07-07,40057.68,0,0.0
1268,1268.jpg,DA,32700.0,817.5,2025-09-23,28486.68,0,0.0
1274,1274.jpg,A,45400.0,1135.0,2025-08-11,39535.68,0,0.0
1285,1285.jpg,DA,33600.0,840.0,2028-06-16,29269.68,0,0.0
1297,1297.jpg,C,45300.0,1132.5,2024-11-19,39448.68,0,0.0
1304,1304.jpg,C,48500.0,1212.5,2023-02-23,42232.68,0,0.0
1337,1337.jpg,B,28700.0,717.5,2025-02-09,25006.68,0,0.0
1338,1338.jpg,AA,40800.0,1020.0,2027-05-22,35533.68,0,0.0
1349,1349.jpg,BB,43700.0,1092.5,2026-10-10,38056.68,0,0.0
1350,1350.jpg,BC,49600.0,1240.0,2026-03-29,43189.68,0,0.0
1352,1352.jpg,BC,45300.0,1132.5,2028-01-11,39448.68,0,0.0
1377,1377.jpg,A,32700.0,817.5,2026-05-30,28486.68,0,0.0
3999,0000_0001.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4000,0000_0002.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4001,0000_0003.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4002,0000_0004.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4003,0000_0005.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4004,0000_0006.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4005,0000_0007.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4006,0000_0008.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4007,0000_0009.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4008,0000_0010.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4009,0000_0011.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4010,0000_0012.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4011,0000_0013.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4012,0000_0014.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4013,0000_0015.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4014,0000_0016.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4015,0000_0017.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4016,0000_0018.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4017,0000_0019.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4018,0000_0020.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4019,0000_0021.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4020,0000_0022.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4021,0000_0023.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4022,0000_0024.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4023,0000_0025.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4024,0000_0026.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4025,0000_0027.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4026,0000_0028.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4027,0000_0029.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4028,0000_0030.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4029,0000_0031.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4030,0000_0032.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4031,0000_0033.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4032,0000_0034.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4033,0000_0035.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4034,0000_0036.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4035,0000_0037.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4036,0000_0038.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4037,0000_0039.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
4038,0002_0040.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4039,0002_0041.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4040,0002_0042.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4041,0002_0043.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4042,0002_0044.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4043,0002_0045.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4044,0002_0046.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4045,0002_0047.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4046,0002_0048.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4047,0002_0049.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4048,0002_0050.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4049,0002_0051.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4050,0002_0052.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4051,0002_0053.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4052,0002_0054.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4053,0002_0055.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4054,0002_0056.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4055,0002_0057.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4056,0002_0058.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4057,0002_0059.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4058,0002_0060.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4059,0002_0061.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4060,0002_0062.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4061,0002_0063.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4062,0002_0064.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4063,0002_0065.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4064,0002_0066.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4065,0002_0067.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4066,0002_0068.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4067,0002_0069.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4068,0002_0070.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4069,0002_0071.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4070,0002_0072.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4071,0002_0073.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4072,0002_0074.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4073,0002_0075.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4074,0002_0076.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4075,0002_0077.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4076,0002_0078.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
4077,0017_0079.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4078,0017_0080.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4079,0017_0081.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4080,0017_0082.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4081,0017_0083.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4082,0017_0084.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4083,0017_0085.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4084,0017_0086.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4085,0017_0087.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4086,0017_0088.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4087,0017_0089.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4088,0017_0090.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4089,0017_0091.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4090,0017_0092.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4091,0017_0093.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4092,0017_0094.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4093,0017_0095.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4094,0017_0096.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4095,0017_0097.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4096,0017_0098.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4097,0017_0099.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4098,0017_0100.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4099,0017_0101.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4100,0017_0102.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4101,0017_0103.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4102,0017_0104.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4103,0017_0105.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4104,0017_0106.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4105,0017_0107.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4106,0017_0108.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4107,0017_0109.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4108,0017_0110.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4109,0017_0111.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4110,0017_0112.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4111,0017_0113.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4112,0017_0114.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4113,0017_0115.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4114,0017_0116.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4115,0017_0117.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
4116,0018_0118.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4117,0018_0119.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4118,0018_0120.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4119,0018_0121.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4120,0018_0122.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4121,0018_0123.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4122,0018_0124.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4123,0018_0125.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4124,0018_0126.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4125,0018_0127.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4126,0018_0128.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4127,0018_0129.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4128,0018_0130.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4129,0018_0131.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4130,0018_0132.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4131,0018_0133.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4132,0018_0134.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4133,0018_0135.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4134,0018_0136.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4135,0018_0137.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4136,0018_0138.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4137,0018_0139.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4138,0018_0140.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4139,0018_0141.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4140,0018_0142.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4141,0018_0143.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4142,0018_0144.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4143,0018_0145.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4144,0018_0146.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4145,0018_0147.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4146,0018_0148.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4147,0018_0149.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4148,0018_0150.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4149,0018_0151.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4150,0018_0152.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4151,0018_0153.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4152,0018_0154.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4153,0018_0155.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4154,0018_0156.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
4155,0022_0157.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4156,0022_0158.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4157,0022_0159.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4158,0022_0160.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4159,0022_0161.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4160,0022_0162.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4161,0022_0163.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4162,0022_0164.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4163,0022_0165.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4164,0022_0166.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4165,0022_0167.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4166,0022_0168.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4167,0022_0169.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4168,0022_0170.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4169,0022_0171.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4170,0022_0172.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4171,0022_0173.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4172,0022_0174.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4173,0022_0175.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4174,0022_0176.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4175,0022_0177.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4176,0022_0178.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4177,0022_0179.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4178,0022_0180.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4179,0022_0181.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4180,0022_0182.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4181,0022_0183.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4182,0022_0184.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4183,0022_0185.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4184,0022_0186.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4185,0022_0187.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4186,0022_0188.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4187,0022_0189.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4188,0022_0190.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4189,0022_0191.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4190,0022_0192.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4191,0022_0193.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4192,0022_0194.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4193,0022_0195.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
4194,0029_0196.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4195,0029_0197.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4196,0029_0198.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4197,0029_0199.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4198,0029_0200.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4199,0029_0201.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4200,0029_0202.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4201,0029_0203.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4202,0029_0204.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4203,0029_0205.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4204,0029_0206.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4205,0029_0207.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4206,0029_0208.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4207,0029_0209.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4208,0029_0210.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4209,0029_0211.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4210,0029_0212.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4211,0029_0213.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4212,0029_0214.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4213,0029_0215.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4214,0029_0216.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4215,0029_0217.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4216,0029_0218.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4217,0029_0219.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4218,0029_0220.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4219,0029_0221.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4220,0029_0222.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4221,0029_0223.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4222,0029_0224.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4223,0029_0225.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4224,0029_0226.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4225,0029_0227.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
4226,0029_0228.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
